"CaseMasterID","CaseNo","BriefFacts"
"288","202300288","Case registered at Bengaluru Urban PS 41 regarding cheating. Investigation ongoing under IO Ubika."
"289","202400289","Case registered at Dharwad PS 22 regarding theft. Investigation ongoing under IO Zehaan."
"290","202300290","Case registered at Vijayapura PS 26 regarding burglary. Investigation ongoing under IO Michael."
"291","202400291","Case registered at Bengaluru Urban PS 35 regarding burglary. Investigation ongoing under IO Hredhaan."
"292","202400292","Case registered at Davanagere PS 8 regarding criminal breach of trust. Investigation ongoing under IO Avni."
"293","202500293","Case registered at Mandya PS 29 regarding online fraud. Investigation ongoing under IO Niharika."
"294","202400294","Case registered at Mysuru PS 50 regarding cheating. Investigation ongoing under IO Shivansh."
"295","202400295","Case registered at Vijayapura PS 18 regarding murder. Investigation ongoing under IO Yochana."
"296","202500296","Case registered at Haveri PS 5 regarding sexual assault. Investigation ongoing under IO Aishani."
"297","202300297","Case registered at Shivamogga PS 21 regarding gambling. Investigation ongoing under IO Abeer."
"298","202400298","Case registered at Udupi PS 8 regarding sexual assault. Investigation ongoing under IO Jack."
"299","202300299","Case registered at Bengaluru Rural PS 28 regarding sexual assault. Investigation ongoing under IO Isaiah."
"300","202400300","Case registered at Belagavi PS 37 regarding attempt to murder. Investigation ongoing under IO Vincent."
"301","202300301","Case registered at Haveri PS 29 regarding dowry harassment. Investigation ongoing under IO Amara."
"302","202300302","Case registered at Koppal PS 28 regarding domestic violence. Investigation ongoing under IO Reyansh."
"303","202400303","Case registered at Uttara Kannada PS 9 regarding murder. Investigation ongoing under IO Ojas."
"304","202500304","Case registered at Chikkamagaluru PS 4 regarding attempt to murder. Investigation ongoing under IO Zehaan."
"305","202500305","Case registered at Bengaluru Urban PS 34 regarding theft. Investigation ongoing under IO Kamala."
"306","202300306","Case registered at Ballari PS 37 regarding grievous hurt. Investigation ongoing under IO Yashica."
"307","202600307","Case registered at Udupi PS 23 regarding criminal breach of trust. Investigation ongoing under IO Tanish."
"308","202600308","Case registered at Bengaluru Urban PS 92 regarding grievous hurt. Investigation ongoing under IO Ojas."
"309","202600309","Case registered at Ballari PS 14 regarding theft. Investigation ongoing under IO Aradhana."
"310","202500310","Case registered at Bengaluru Rural PS 27 regarding public nuisance. Investigation ongoing under IO Kala."
"311","202400311","Case registered at Chikkaballapur PS 12 regarding murder. Investigation ongoing under IO Brijesh."
"312","202400312","Case registered at Chikkaballapur PS 27 regarding sexual assault. Investigation ongoing under IO Urvi."
"313","202500313","Case registered at Chikkaballapur PS 16 regarding vehicle theft. Investigation ongoing under IO Theodore."
"314","202300314","Case registered at Belagavi PS 41 regarding murder. Investigation ongoing under IO Wyatt."
"315","202300315","Case registered at Yadgir PS 28 regarding public nuisance. Investigation ongoing under IO Jack."
"316","202600316","Case registered at Bengaluru Rural PS 9 regarding robbery. Investigation ongoing under IO Vinaya."
"317","202500317","Case registered at Hassan PS 7 regarding vehicle theft. Investigation ongoing under IO Kalpit."
"318","202300318","Case registered at Dharwad PS 11 regarding cheating. Investigation ongoing under IO Raagini."
"319","202600319","Case registered at Mandya PS 13 regarding public nuisance. Investigation ongoing under IO Gaurangi."
"320","202300320","Case registered at Mysuru PS 57 regarding public nuisance. Investigation ongoing under IO Faqid."
"321","202400321","Case registered at Bagalkot PS 13 regarding public nuisance. Investigation ongoing under IO Hritik."
"322","202500322","Case registered at Mysuru PS 2 regarding identity theft. Investigation ongoing under IO Kashvi."
"323","202400323","Case registered at Chitradurga PS 17 regarding public nuisance. Investigation ongoing under IO Hemal."
"324","202600324","Case registered at Bengaluru Urban PS 20 regarding domestic violence. Investigation ongoing under IO Girik."
"325","202400325","Case registered at Vijayapura PS 5 regarding burglary. Investigation ongoing under IO Vasudha."
"326","202300326","Case registered at Ballari PS 45 regarding cheating. Investigation ongoing under IO Kashvi."
"327","202600327","Case registered at Kalaburagi PS 48 regarding burglary. Investigation ongoing under IO Utkarsh."
"328","202500328","Case registered at Gadag PS 2 regarding gambling. Investigation ongoing under IO Amara."
"329","202300329","Case registered at Raichur PS 10 regarding grievous hurt. Investigation ongoing under IO Timothy."
"330","202500330","Case registered at Uttara Kannada PS 24 regarding cheating. Investigation ongoing under IO Adya."
"331","202500331","Case registered at Koppal PS 25 regarding burglary. Investigation ongoing under IO Chanchal."
"332","202300332","Case registered at Shivamogga PS 18 regarding dowry harassment. Investigation ongoing under IO Pooja."
"333","202600333","Case registered at Kalaburagi PS 55 regarding cheating. Investigation ongoing under IO Devansh."
"334","202400334","Case registered at Ballari PS 18 regarding gambling. Investigation ongoing under IO Dhruv."
"335","202300335","Case registered at Koppal PS 24 regarding cheating. Investigation ongoing under IO Madhavi."
"336","202600336","Case registered at Yadgir PS 11 regarding grievous hurt. Investigation ongoing under IO Abdul."
"337","202600337","Case registered at Dakshina Kannada PS 20 regarding gambling. Investigation ongoing under IO Ishanvi."
"338","202300338","Case registered at Davanagere PS 12 regarding public nuisance. Investigation ongoing under IO Om."
"339","202500339","Case registered at Bengaluru Urban PS 30 regarding gambling. Investigation ongoing under IO Kalpit."
"340","202300340","Case registered at Kalaburagi PS 32 regarding online fraud. Investigation ongoing under IO Patrick."
"341","202400341","Case registered at Mandya PS 16 regarding cheating. Investigation ongoing under IO Aarna."
"342","202300342","Case registered at Dakshina Kannada PS 46 regarding cheating. Investigation ongoing under IO Dipta."
"343","202300343","Case registered at Chikkamagaluru PS 27 regarding domestic violence. Investigation ongoing under IO Ganga."
"344","202400344","Case registered at Belagavi PS 49 regarding public nuisance. Investigation ongoing under IO Chatura."
"345","202400345","Case registered at Dakshina Kannada PS 16 regarding identity theft. Investigation ongoing under IO Charles."
"346","202400346","Case registered at Bagalkot PS 10 regarding murder. Investigation ongoing under IO Warda."
"347","202400347","Case registered at Kalaburagi PS 44 regarding online fraud. Investigation ongoing under IO Anjali."
"348","202600348","Case registered at Bengaluru Rural PS 23 regarding murder. Investigation ongoing under IO Vaishnavi."
"349","202300349","Case registered at Dharwad PS 10 regarding gambling. Investigation ongoing under IO Madhavi."
"350","202500350","Case registered at Mysuru PS 51 regarding murder. Investigation ongoing under IO Advik."
"351","202300351","Case registered at Dakshina Kannada PS 55 regarding vehicle theft. Investigation ongoing under IO Kamya."
"352","202400352","Case registered at Koppal PS 14 regarding murder. Investigation ongoing under IO Yashvi."
"353","202500353","Case registered at Kalaburagi PS 26 regarding public nuisance. Investigation ongoing under IO Thomas."
"354","202400354","Case registered at Kalaburagi PS 1 regarding burglary. Investigation ongoing under IO Agastya."
"355","202300355","Case registered at Belagavi PS 6 regarding cheating. Investigation ongoing under IO Zehaan."
"356","202500356","Case registered at Mandya PS 15 regarding identity theft. Investigation ongoing under IO Mason."
"357","202300357","Case registered at Shivamogga PS 14 regarding sexual assault. Investigation ongoing under IO Triveni."
"358","202500358","Case registered at Uttara Kannada PS 18 regarding vehicle theft. Investigation ongoing under IO Kalpit."
"359","202500359","Case registered at Hassan PS 16 regarding dowry harassment. Investigation ongoing under IO Mason."
"360","202400360","Case registered at Mysuru PS 57 regarding public nuisance. Investigation ongoing under IO Damini."
"361","202400361","Case registered at Bengaluru Rural PS 19 regarding robbery. Investigation ongoing under IO Ishita."
"362","202400362","Case registered at Vijayapura PS 25 regarding cheating. Investigation ongoing under IO Zehaan."
"363","202400363","Case registered at Mysuru PS 32 regarding sexual assault. Investigation ongoing under IO Onveer."
"364","202600364","Case registered at Mysuru PS 51 regarding gambling. Investigation ongoing under IO Keya."
"365","202500365","Case registered at Bengaluru Urban PS 64 regarding online fraud. Investigation ongoing under IO Sanaya."
"366","202600366","Case registered at Dakshina Kannada PS 49 regarding cheating. Investigation ongoing under IO Advay."
"367","202400367","Case registered at Chikkaballapur PS 29 regarding murder. Investigation ongoing under IO Amara."
"368","202500368","Case registered at Vijayanagara PS 7 regarding sexual assault. Investigation ongoing under IO Yochana."
"369","202400369","Case registered at Chikkaballapur PS 5 regarding cheating. Investigation ongoing under IO Turvi."
"370","202500370","Case registered at Kalaburagi PS 55 regarding grievous hurt. Investigation ongoing under IO Udarsh."
"371","202300371","Case registered at Bengaluru Rural PS 2 regarding dowry harassment. Investigation ongoing under IO Balendra."
"372","202600372","Case registered at Ballari PS 5 regarding domestic violence. Investigation ongoing under IO Gaurav."
"373","202600373","Case registered at Davanagere PS 22 regarding cheating. Investigation ongoing under IO Avi."
"374","202400374","Case registered at Shivamogga PS 11 regarding sexual assault. Investigation ongoing under IO Ishaan."
"375","202400375","Case registered at Yadgir PS 6 regarding identity theft. Investigation ongoing under IO Benjamin."
"376","202400376","Case registered at Gadag PS 23 regarding grievous hurt. Investigation ongoing under IO Aashi."
"377","202500377","Case registered at Udupi PS 25 regarding public nuisance. Investigation ongoing under IO Gayathri."
"378","202500378","Case registered at Uttara Kannada PS 23 regarding identity theft. Investigation ongoing under IO Gaurav."
"379","202500379","Case registered at Koppal PS 11 regarding attempt to murder. Investigation ongoing under IO Qabil."
"380","202400380","Case registered at Davanagere PS 2 regarding identity theft. Investigation ongoing under IO Kashvi."
"381","202400381","Case registered at Chitradurga PS 7 regarding dowry harassment. Investigation ongoing under IO Nakul."
